icd10,icd10label,section_ID,section_LABEL,chapter_ID,chapter_LABEL
A49.8,Other bacterial infections of unspecified site,A30-A49,Other bacterial diseases,I,Certain infectious and parasitic diseases
A49.9,"Bacterial infection, unspecified",A30-A49,Other bacterial diseases,I,Certain infectious and parasitic diseases
A49,Bacterial infection of unspecified site,A30-A49,Other bacterial diseases,I,Certain infectious and parasitic diseases
A50.0,"Early congenital syphilis, symptomatic",A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A50.1,"Early congenital syphilis, latent",A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A50.2,"Early congenital syphilis, unspecified",A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A50.3,Late congenital syphilitic oculopathy,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A50.4,Late congenital neurosyphilis [juvenile neurosyphilis],A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A50.5,"Other late congenital syphilis, symptomatic",A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A50.6,"Late congenital syphilis, latent",A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A50.7,"Late congenital syphilis, unspecified",A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A50.9,"Congenital syphilis, unspecified",A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A50,Congenital syphilis,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A51.0,Primary genital syphilis,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A51.1,Primary anal syphilis,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A51.2,Primary syphilis of other sites,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A51.3,Secondary syphilis of skin and mucous membranes,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A51.4,Other secondary syphilis,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A51.5,"Early syphilis, latent",A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A51.9,"Early syphilis, unspecified",A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A51,Early syphilis,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A52.0,Cardiovascular syphilis,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A52.1,Symptomatic neurosyphilis,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A52.2,Asymptomatic neurosyphilis,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A52.3,"Neurosyphilis, unspecified",A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A52.7,Other symptomatic late syphilis,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A52.8,"Late syphilis, latent",A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A52.9,"Late syphilis, unspecified",A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A52,Late syphilis,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A53.0,"Latent syphilis, unspecified as early or late",A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A53.9,"Syphilis, unspecified",A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A53,Other and unspecified syphilis,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A54.0,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A54.1,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A54.2,Gonococcal pelviperitonitis and other gonococcal genitourinary infections,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A54.3,Gonococcal infection of eye,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A54.4,Gonococcal infection of musculoskeletal system,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A54.5,Gonococcal pharyngitis,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A54.6,Gonococcal infection of anus and rectum,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A54.8,Other gonococcal infections,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A54.9,"Gonococcal infection, unspecified",A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A54,Gonococcal infection,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A55,Chlamydial lymphogranuloma (venereum),A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A56.0,Chlamydial infection of lower genitourinary tract,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A56.1,Chlamydial infection of pelviperitoneum and other genitourinary organs,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A56.2,"Chlamydial infection of genitourinary tract, unspecified",A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A56.3,Chlamydial infection of anus and rectum,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A56.4,Chlamydial infection of pharynx,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A56.8,Sexually transmitted chlamydial infection of other sites,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A56,Other sexually transmitted chlamydial diseases,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A57,Chancroid,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A58,Granuloma inguinale,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A59.0,Urogenital trichomoniasis,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A59.8,Trichomoniasis of other sites,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A59.9,"Trichomoniasis, unspecified",A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A59,Trichomoniasis,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A60.0,Herpesviral infection of genitalia and urogenital tract,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A60.1,Herpesviral infection of perianal skin and rectum,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A60.9,"Anogenital herpesviral infection, unspecified",A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A60,Anogenital herpesviral [herpes simplex] infection,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A63.0,Anogenital (venereal) warts,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A63.8,Other specified predominantly sexually transmitted diseases,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A63,"Other predominantly sexually transmitted diseases, not elsewhere classified",A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A64,Unspecified sexually transmitted disease,A50-A64,Infections with a predominantly sexual mode of transmission,I,Certain infectious and parasitic diseases
A65,Nonvenereal syphilis,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A66.0,Initial lesions of yaws,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A66.1,Multiple papillomata and wet crab yaws,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A66.2,Other early skin lesions of yaws,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A66.3,Hyperkeratosis of yaws,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A66.4,Gummata and ulcers of yaws,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A66.5,Gangosa,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A66.6,Bone and joint lesions of yaws,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A66.7,Other manifestations of yaws,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A66.8,Latent yaws,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A66.9,"Yaws, unspecified",A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A66,Yaws,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A67.0,Primary lesions of pinta,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A67.1,Intermediate lesions of pinta,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A67.2,Late lesions of pinta,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A67.3,Mixed lesions of pinta,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A67.9,"Pinta, unspecified",A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A67,Pinta [carate],A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A68.0,Louse-borne relapsing fever,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A68.1,Tick-borne relapsing fever,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A68.9,"Relapsing fever, unspecified",A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A68,Relapsing fevers,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A69.0,Necrotizing ulcerative stomatitis,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A69.1,Other Vincent infections,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A69.2,Lyme disease,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A69.8,Other specified spirochaetal infections,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A69.9,"Spirochaetal infection, unspecified",A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A69,Other spirochaetal infections,A65-A69,Other spirochaetal diseases,I,Certain infectious and parasitic diseases
A70,Chlamydia psittaci infection,A70-A74,Other diseases caused by chlamydiae,I,Certain infectious and parasitic diseases
A71.0,Initial stage of trachoma,A70-A74,Other diseases caused by chlamydiae,I,Certain infectious and parasitic diseases
A71.1,Active stage of trachoma,A70-A74,Other diseases caused by chlamydiae,I,Certain infectious and parasitic diseases
A71.9,"Trachoma, unspecified",A70-A74,Other diseases caused by chlamydiae,I,Certain infectious and parasitic diseases
A71,Trachoma,A70-A74,Other diseases caused by chlamydiae,I,Certain infectious and parasitic diseases
A74.0,Chlamydial conjunctivitis,A70-A74,Other diseases caused by chlamydiae,I,Certain infectious and parasitic diseases
A74.8,Other chlamydial diseases,A70-A74,Other diseases caused by chlamydiae,I,Certain infectious and parasitic diseases
A74.9,"Chlamydial infection, unspecified",A70-A74,Other diseases caused by chlamydiae,I,Certain infectious and parasitic diseases
A74,Other diseases caused by chlamydiae,A70-A74,Other diseases caused by chlamydiae,I,Certain infectious and parasitic diseases
